Image ID,Creator,Short Title,Title,Created:from,Created:to,Last DB update,Uploaded to DB,Image type,Technique,Language,Distribution at time of creation,(Digital) source,Source ID (if applicable),Country of origin,Exact location,Holding institution,Collection,Other copyright holders,Related images,Licence,ImgDB ID,Metadata editor,,
912,sometimes attributed to Johann Martin Will,George Washington,George Washington / Esq'r. - general and commander in chief of the Continental Army in America,1775-01-01,1775-12-31,3.6.2015 19:11,2.11.2015,1,1,5,London / Great Britain / North America,http://www.loc.gov/pictures/item/2004666670/,,USA,possibly London / Great Britain,Library of Congress / Washington D.C. / USA,No known restrictions on publication,Library of Congress / Washington D.C. / USA,A hand-coloured copy is also held at the Winterthur Museum: http://museumcollection.winterthur.org/single-record.php?resultsperpage=40&view=gallery&srchtype=advanced&hasImage=&ObjObjectName=&CreOrigin=&Earliest=&Latest=&CreCreatorLocal_tab=C.%20&materialsearch=&ObjObjectID=&ObjCategory=Prints%20and%20Maps&DesMaterial_tab=&DesTechnique_tab=&AccCreditLineLocal=&CreMarkSignature=&recid=1959.1582%20A&srchfld=&srchtxt=&id=570a&rownum=1&version=100&src=results-imagelink-only#.VPnr7C6KIhRAnd another version is kept at Harvard University:http://oasis.lib.harvard.edu/oasis/deliver/~hou00166,0,imgs/1775_USA__912.jpg,monika,,
913,Johann Martin Will,George Washington,George Washington / Esq'r. - general and commander in chief of the Continental Army in America,1775-01-01,1775-12-31,3.6.2015 18:58,2.11.2015,1,1,5,London / Great Britain,http://www.loc.gov/pictures/resource/cph.3a07102/,,USA,Augsburg / Germany (engraved plate), London / Great Britain (printed copies),Library of Congress / Washington D.C. / USA,No known restrictions on publication,Library of Congress / Washington D.C. / USA,,0,imgs/1775_USA__913.jpg,monika,,
914,Noel Le Mire,Le Général Washington,Le Général Washington ne quid detrimenti capiat res publica - gravé d'après le tableau original appartenant a Mr. Marquis de la Fayette,1780-01-01,1783-12-31,2.11.2015 12:05,2.11.2015,12,1,6,North America / France,http://www.loc.gov/pictures/item/91720123/,,USA,France,Library of Congress / Washington D.C. / USA,No known restrictions on publication in the U.S. Use elsewhere may be restricted by other countries' laws.,Library of Congress / Washington D.C. / USA,Hart / 31Baker / 21Published in: The American Revolution in drawings and 
prints, a checklist of 1765-1790 graphics in the Library of Congress / 
Compiled by Donald H. Cresswell / with a foreword by Sinclair H. 
Hitchings. Washington : [For sale by the Supt. of Docs. / U.S. Govt. 
Print. Off.] / 1975 / no. 229.Exhibited in: Creating the United States / Library of Congress / Washington / D.C. / 2009.,1,imgs/1780_USA__914.jpg,monika,,
915,John Goldar,The unfortunate death of Major Andre,The unfortunate death of Major Andre (adjutant general to the English army) at head quarters in New York / Octr. 2 / 1780 / who was found within the American lines in the character of a spy / Hamilton del. , Goldar sculp.,1783-01-01,1783-12-31,2.11.2015 15:06,2.11.2015,12,5,5,London / Great Britain / North America,http://www.loc.gov/pictures/item/2004670195/,,USA,London / Great Britain,Library of Congress / Washington D.C. / USA,Library of Congress / Washington D.C. / USA,Cengage Learning (EMEA) / Andover / Hampshire / SP10 5BE UK,Illus. from: The new / comprehensive and complete 
history of England : ... / By Edward Barnard / esq. / assisted by ... Mr. 
Millar.... London : Printed for the author / and pub. by A. Hogg / 
[1783?] / p. 694.The book was reprinted by Gale ECCO / Print Editions in May 2010 and is available on AMAZON: <div class=a-section a-spacing-none>
    <h1 id=title class=a-size-large a-spacing-none>
      <span id=productTitle class=a-size-large>The new / 
comprehensive / impartial and complete history of England: from the very 
earliest period of authentic information / to the end of the present ... 
Esq. Assisted by several gentlemen ...
      
      
      
      
        <span class=a-size-medium a-color-secondary a-text-normal>Paperback
        
        
        
        
        
        
        
        
            
            
                
            
            
         
        
          
            
            
              
            
          
        
        
        
          <span class=a-size-medium a-color-secondary a-text-normal>– May 28 / 2010
        
      
      
      
    </h1>
</div>Another copy available in: LOT 4412NA.Published in: The American Revolution in drawings and 
prints, a checklist of 1765-1790 graphics in the Library of Congress / 
Compiled by Donald H. Cresswell / with a foreword by Sinclair H. 
Hitchings. Washington : [For sale by the Supt. of Docs. / U.S. Govt. 
Print. Off.] / 1975 / no. 317.Original engraving NOS 4/23/2004
			Subjects:
				
	    			
					<a href=http://www.loc.gov/pictures/related/?fi=subject&q=Andr%C3%A9%2C%20John%2C--1751-1780--Death%20%26%20burial.>
    					André / John /--1751-1780--Death & burial.
					</a>
					
				
	    			
					<a href=http://www.loc.gov/pictures/related/?fi=subject&q=Hangings--New%20York%20%28State%29--1780.>
    					Hangings--New York (State)--1780.
					</a>
					
				
	    			
					<a href=http://www.loc.gov/pictures/related/?fi=subject&q=Spies--1780.>
    					Spies--1780.
					</a>
					
				
	    			
					<a href=http://www.loc.gov/pictures/related/?fi=subject&q=United%20States--History--Revolution%2C%201775-1783.>
    					United States--History--Revolution / 1775-1783.
					</a>
					
				
			Format:
					
	    	    			
	    					<a href=http://www.loc.gov/pictures/related/?fi=format&q=Book%20illustrations--1780-1790.>
	    						Book illustrations--1780-1790.
	    					</a>
	    					
	    				
	    	    			
	    					<a href=http://www.loc.gov/pictures/related/?fi=format&q=Engravings--1780-1790--Reproductions--1940-1950.>
	    						Engravings--1780-1790--Reproductions--1940-1950.
	    					</a>
	    					
	    				
	    	    			
	    					<a href=http://www.loc.gov/pictures/related/?fi=format&q=Photographic%20prints--1940-1950.>
	    						Photographic prints--1940-1950.
	    					</a>
	    					
	    				
                Collections:
				
		    			
						<a href=http://www.loc.gov/pictures/collection/cph/>
							Miscellaneous Items in High Demand
						</a>
						
					
			,3,imgs/1783_USA__915.jpg,monika,,
916,Israel Putnam,Israel Putnam / Esq'r. - major general of the Connecticut forces,Israel Putnam / Esq'r. - major general of the Connecticut forces / and commander in chief at the engagement on Bunckers-Hill near Boston / 17 June 1775,1775-01-01,1775-12-31,2.11.2015 18:29,2.11.2015,12,1,5,,http://www.loc.gov/pictures/item/2004666600/,,USA,London / Great Britain,Library of Congress / Washington D.C. / USA,No known restrictions on publication.,Library of Congress / Washington D.C. / USA,Notes:
				Title from item.Catalogue of prints and drawings in the British Museum. Division I / political and personal satires / v. 5 / no. 5292Forms part of: British Cartoon  Prints Collection (Library of Congress).Published in: The American Revolution in drawings and 
prints, a checklist of 1765-1790 graphics in the Library of Congress / 
Compiled by Donald H. Cresswell / with a foreword by Sinclair H. 
Hitchings. Washington : [For sale by the Supt. of Docs. / U.S. Govt. 
Print. Off.] / 1975 / no. 175.,1,imgs/1775_USA__916.jpg,monika,,
917,unknown,The honble. John Hancock of Boston in New-England / president of the American congress,The honble. John Hancock of Boston in New-England / president of the American congress - done from an original picture painted by Littleford,1775-01-01,1775-12-31,2.11.2015 18:36,2.11.2015,12,1,5,London / Great Britain / North America,http://www.loc.gov/pictures/item/2003675601/,,USA,London / Great Britain,Library of Congress / Washington D.C. / USA,No known restrictions on publication,Library of Congress / Washington D.C. / USA,Published in: The American Revolution in drawings and prints, a
 checklist of 1765-1790 graphics in the Library of Congress / Compiled 
by Donald H. Cresswell / with a foreword by Sinclair H. Hitchings. 
Washington : [For sale by the Supt. of Docs. / U.S. Govt. Print. Off.] / 
1975 / no. 102.Exhibited in: Creating the U.S. Library of Congress / Washington / D.C. / 2008.,1,imgs/1775_USA__917.jpg,monika,,
918,unknown,George Washington on horseback,George Washington on horseback,1775-01-01,1775-12-31,2.12.2015 14:36,2.12.2015,12,1,5,London / Great Britain / North America,British Museum Online Collection,British Museum Online Collection,GBR,London / Great Britain,The British Museum / London,The Trustees of the British Museum,The Trustees of The British Museum,,2,imgs/1775_GBR__918.jpg,monika,,
919,John Singleton Copley,Portrait of H. R. H. the Prince of Wales at a Review,Portrait of H. R. H. the Prince of Wales at a Review / Attended by Lord Heathfield / General Turner / Col. Bloomfield / and Baron Eben, Col. Quinton in the Distance,1809-01-01,1809-12-31,2/16/2015 19:58,2/16/2015,2,1,13,London / Boston,,,USA,London / Great Britain,Museum of Fine Arts / Boston / MA / USA,Museum of Fine Arts / Boston / MA / USA,Museum of Fine Arts / Boston / MA / USA,,2,imgs/1809_USA__919.jpg,monika,,
920,Olaus Magnus,Carta marina,Carta marina,1539-01-01,1539-12-31,2/20/2015 17:59,2/20/2015,1,1,1,<p>In production for 12 years / the first copies were printed in 1539 in <a href=http://en.wikipedia.org/wiki/Republic_of_Venice title=Republic of Venice>Venice</a>.</p>A faithful reproduction of the map was printed in Rome by <a href=http://en.wikipedia.org/w/index.php?title=Antoine_Lafr%C3%A9ry&action=edit&redlink=1 class=new title=Antoine Lafréry (page does not exist)>Antoine Lafréry</a> in 1572.<sup id=cite_ref-2 class=reference><a href=http://en.wikipedia.org/wiki/Carta_marina#cite_note-2>[2]</a></sup>
 All of the original map's copies passed out of public knowledge after 
1574 / and the map was largely forgotten – perhaps because few copies 
were printed and <a href=http://en.wikipedia.org/wiki/Pope_Paul_III title=Pope Paul III>Pope Paul III</a> asserted a 10-year copyright. It was later widely questioned whether the map had ever existed.<sup class=noprint Inline-Template Template-Fact style=white-space:nowrap,>[<i><a href=http://en.wikipedia.org/wiki/Wikipedia:Citation_needed title=Wikipedia:Citation needed><span title=This claim needs references to reliable sources. (March 2009)>citation needed</a></i>]</sup>
<p>In 1886 / <a href=http://en.wikipedia.org/w/index.php?title=Oscar_Brenner&action=edit&redlink=1 class=new title=Oscar Brenner (page does not exist)>Oscar Brenner</a> found a copy at the <i>Bayerische Staatsbibliothek</i><sup id=cite_ref-3 class=reference><a href=http://en.wikipedia.org/wiki/Carta_marina#cite_note-3></a></sup> in <a href=http://en.wikipedia.org/wiki/Munich title=Munich>Munich</a> / where it currently resides. In 1961 / another copy was found in Switzerland / brought to Sweden the following year by the <a href=http://en.wikipedia.org/wiki/Uppsala_University_Library title=Uppsala University Library>Uppsala University Library</a>, as of 2007 it is stored at <a href=http://en.wikipedia.org/wiki/Carolina_Rediviva title=Carolina Rediviva>Carolina Rediviva</a>. (Wikipedia: carta marina)</p>,http://en.wikipedia.org/wiki/Carta_marina#mediaviewer/File:Carta_Marina.jpeg,,ITA,Rome (produced) / Venice (published),Bayerische Staatsbibliothek (BSB),,,,1,imgs/1539_ITA__920.jpeg,m.griesse,,
921,Nicolas Sanson d'Abbéville,La Curlande duché et Semigalle autrefois de la Livonie. La Samogitie Duché en Lituanie,La Curlande duché et Semigalle autrefois de la Livonie. La Samogitie Duché en Lituanie. Par le Sr Sanson d'Abbeville Geogr' ordre de SM Avecq Privilege pour vingt Ans 1659,1659-01-01,1659-12-31,2/25/2015 11:49,2/25/2015,1,4,6,,http://de.wikipedia.org/wiki/Samogitien#mediaviewer/File:En_Samogitia,_be_%D0%96%D0%B0%D0%BC%D0%BE%D0%B9%D1%86%D1%8C,_ru_%D0%96%D0%BC%D1%83%D0%B4%D1%8C_%281659%29.jpg,,LTU,France,,,,,1,imgs/1659_LTU__921.jpg,m.griesse,,
922,Nicolas Sanson d'Abbéville, Joannes van Luchtenburgh / fl.,Téatre de la guerre des couronnes du Nord,Téatre de la guerre des couronnes du Nord: Carte Nouvelle pour servir a l'intelligence des affairs des couronnes du Nord ou sont les Estats de Suede / de Dannemarq / et de Pologne / L'Empire D'Allemagne / et Les XVII Provinces de Pays-Bas,1705-01-01,1705-12-31,2/27/2015 13:24,2/27/2015,1,4,6,Former owner: Ordem dos Eremitas de Santo Agostinho. Convento de Nossa Senhora da Graça (Lisboa) see: http://catalogo.bnportugal.pt/ipac20/ipac.jsp?profile=bn&source=~!bnp&view=subscriptionsummary&uri=full=3100024~!269428~!2&ri=1&aspect=subtab13&menu=search&ipp=20&spp=20&staffonly=&term=lus%C3%83%C2%ADadas&index=.TW&uindex=&aspect=subtab13&menu=search&ri=1,http://purl.pt/1296,,FRA,,,,,,0,imgs/1705_FRA__922.jpg,m.griesse,,
923,Nicolas Sanson d'Abbéville,New Map of the entire Kingdom of Pologne,Tabula nova totius Regni Poloniae in quo sunt Ducatus et Provinciae Prussia / Cujavia / Mazovia / Russia Nigra / &rc Ducatus Lithuania / Ukrania / &rc. in qua Volhynia / et Podolia. Cum suis Palatinatibus ac Confiniis,1643-01-01,1667-12-31,2/27/2015 14:32,2/27/2015,1,4,1,,,,FRA,,,,,,0,imgs/1643_FRA__923.jpg,m.griesse,,
924,Johann Martin Will,George Washington Esqr,George Washington Esqr,1775-01-01,1775-12-31,3.6.2015 18:38,3.6.2015,1,1,5,London / first published by C. Shepherd,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=1660385&partId=1&searchText=johann+martin+will+George+Washington&page=1,BM Satires 5291,GBR,Augsburg / Germany,The British Museum / London,The Trustees of the British Museum,The Trustees of The British Museum,Description and comment from M.Dorothy George / 'Catalogue of Political and Personal Satires in the British Museum' / V / 1935)A
 copy / probably by Will / see BMSat 6034 / of a plate apparently belonging
 to the same series as BMSat 5290. C. H. Hart / No. 730 a. (Supplementary information)See 1902 /1011.7084 (BMSat 5290) for more information on the series to which this print is related.Chaloner Smith notes that this print is listed in W.S. Baker's 'Engraved Portraits of Washington' / no. 49.,2,imgs/1775_GBR__924.jpg,monika,,
925,Johann Ludwig Gottfried Matthäus Merian / the Elder,Weiberaufruhr in Holland,Weiberaufruhr in Holland (Women's uprising against a new tax on cerial introduced by the city of Delft in order to finance the extension of the port),1616-01-01,1616-12-31,3/18/2015 17:29,3/18/2015,1,1,1,<span class=Lbl id=a1.2.1.1.1.4:CaptionLong_Lbl>Reprinted in: Johann Ludwig Gottfried / Historische Chronica / Frankfurt a. M. (M.Merian) 1630 / S. 1178.,http://www.akg-images.co.uk/archive/Weiberaufruhr%20in%20Holland-2UMDHUJMX0BL.html,,NLD,,,,,,0,imgs/1616_NLD__925.jpg,m.griesse,,
926,Unknown,Hora und Klotschka die Anführer Wallachischer Rebellen,Hora und Klotschka die Anführer Wallachischer Rebellen. Ein großses Trauerspiel des achtzehnten Jahrhunderts,1785-01-01,1800-12-31,5/20/2015 17:22,5/20/2015,1,1,2,,http://commons.wikimedia.org/wiki/File:Closca.jpg,,ROM,,Romanian Academy Library,PD,,,0,imgs/1785_ROM__926.jpg,m.griesse,,
927,Abraham Bosse,[David et Goliath],[David et Goliath],1651-01-01,1651-12-31,6/27/2015 8:41,6/27/2015,1,1,6,,http://www.metmuseum.org/collection/the-collection-online/search/385962,,FRA,France,Metropolitain Museum of Art / New York (Accession Number: 17.50.15-144),,,,0,imgs/1651_FRA__927.jpg,m.griesse,,
928,Unknown,Hinrichtung von Magnaten,Hinrichtung von Magnaten,1650-01-01,1700-12-31,8.12.2015 22:14,8.12.2015,1,1,2,,,,DEU,,,,,,0,imgs/1650_DEU__928.jpg,monika,,
929,Unknown,Hinrichtung von Franz III Ná_dasdy (Meyssens),Hinrichtung von Franz III Ná_dasdy (Meyssens),1650-01-01,1700-12-31,8.12.2015 22:13,8.12.2015,1,1,2,,,,DEU,,,,,,0,imgs/1650_DEU__929.jpg,monika,,
930,Unknown,Thököly with Luther,Thököly with Luther,1650-01-01,1700-12-31,8.12.2015 22:13,8.12.2015,1,1,2,,,,DEU,,,,,,0,imgs/1650_DEU__930.jpg,monika,,
931,Unknown,Map with Thököly,Map with Thököly,1650-01-01,1700-12-31,8.12.2015 22:12,8.12.2015,1,3,2,,,,DEU,,,,,,0,imgs/1650_DEU__931.jpg,monika,,
932,Unknown,Fall of Thököly 1685,Fall of Thököly 1685,1650-01-01,1700-12-31,8.12.2015 22:11,8.12.2015,1,1,2,,,,DEU,,,,,,0,imgs/1650_DEU__932.jpg,monika,,
933,Unknown,Warhafftiger Bericht/ Welcher massen die OberOsterreichschen Bauren des Hertzogs von Hollstein Regiment/ welches ihnen grossen schaden gethan/ bey Neunkirchen unvorsehens uberfallen und geschlagen,Warhafftiger Bericht/ Welcher massen die OberOsterreichschen Bauren des Hertzogs von Hollstein Regiment/ welches ihnen grossen schaden gethan/ bey Neunkirchen unvorsehens uberfallen und geschlagen,1626-01-01,1626-12-31,10/22/2016 18:13,8/26/2015,1,1,2,,Paas / J.R.: German Political Broadsheet / vol. 4 (P-1115),,DEU,,GW-Hamburg / UB: Scrin. C/22 / 167.,,,,0,imgs/1626_DEU__933.jpg,m.griesse,,
934,Unknown,Het Groote Stookhuis Der Princen dezes Tijds / in Europe. (The Great Laboratory of the Princes of these Times in Europe) / Labouratoire dece [sic] Temps,Het Groote Stookhuis Der Princen dezes Tijds / in Europe. (The Great Laboratory of the Princes of these Times in Europe) / Labouratoire dece [sic] Temps,1689-01-01,1689-12-31,8/27/2015 0:13,8/26/2015,1,1,3,,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=1559922&partId=1&searchText=Stookhuis&page=1,,NLD,,,Prints & Drawings,,BM Satires 1154 ((dated as 1688)), Hollstein 161,Muller 1863-1882 2770,,0,imgs/1689_NLD__934.jpg,monika,,
935,Unknown,Labouratoire dece [sic] Temps / Het Groote Stookhuis Der Princen dezes Tijds / in Europe.,Labouratoire dece [sic] Temps / Het Groote Stookhuis Der Princen dezes Tijds / in Europe.,1689-01-01,1689-12-31,8/27/2015 0:18,8/26/2015,1,1,3,,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=1514070&partId=1&searchText=Stookhuis&page=1,,NLD,,,Prints & Drawings,,BM Satires 1154 ((dated as 1688))&nbsp,Hollstein 161&nbsp,Muller 1863-1882 2770 ,0,imgs/1689_NLD__935.jpg,monika,,
936,Unknown,Den Franschen Algemist / Den Franssen Algemist,Den Franschen Algemist / Den Franssen Algemist,1674-01-01,1674-12-31,8/27/2015 0:21,8/26/2015,1,1,3,,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=1559529&partId=1&searchText=Stookhuis&page=1,,NLD,,,Prints & Drawings,,BM Satires 1154 ((dated as 1688))&nbsp,Hollstein 161&nbsp,Muller 1863-1882 2770 ,0,imgs/1674_NLD__936.jpg,monika,,
937,Johann Martin Will,Fridericus der Zweyte,Fridericus der Zweyte / der tapfere Preusen Held,1750-01-01,1770-12-31,9.1.2015 14:20,9.1.2015,1,1,2,Europe,,published in company chronicle edited by Heinz Walch,DEU,Augsburg / Germany,Druckerei Heinz Walch / Augsburg / Germany,Heinz Walch / Augsburg,Heinz Walch / Augsburg,,2,imgs/1750_DEU__937.jpg,monika,,
